GENESIS-Tabelle: 51000-22i
Aus- und Einfuhr nach Gruppen (247) des;;;;;;
Güterverzeichnisses der Produktionsstatistiken GP 2019;;;;;;
- Land - Jahr (ab 2008);;;;;;
Außenhandel;;;;;;
Nordrhein-Westfalen;;;;;;
;;;Ausfuhr: Gewicht;Ausfuhr;Einfuhr: Gewicht;Einfuhr
;;;t;Tsd. EUR;t;Tsd. EUR
2009;2813;Sonstige Pumpen und Kompressoren;82752;1987043;53712;597662
2009;2814;Armaturen;61848;1415553;75055;844301
2009;2815;Lager, Getriebe, Zahnräder und Antriebselemente;197733;2533089;120545;912548
2009;2821;Öfen und Brenner, Teile dafür;38769;709921;17478;110802
2009;2822;Hebezeuge und Fördermittel;160246;1413734;106274;519158
2009;2823;Büromaschinen;10382;305691;24569;700164
2009;2824;Handgeführte, kraftbetrieb. Werkzeuge, Teile dafür;2501;84210;18222;226858
2009;2825;Kälte- u. lufttechn. Erzeugn. für gewerbl. Zwecke;71587;994513;78338;834083
2009;2829;Sonstige nicht wirtschaftszweigspezif. Maschinen;123127;2595888;75973;730441
2009;2830;Maschinen für die Landwirtschaft, Forstwirtschaft;133245;1138376;57614;350399
2009;2841;Werkzeugmaschinen f.d. Metallbearbeitung, Teile;78799;1400652;44303;455872
2009;2849;Werkzeugmaschinen a.n.g., -teile, -zubehör;42513;636736;11961;110226
2009;2891;Masch. f.d. Metallerzg.,Walzwerkseinr., Gießmasch.;87294;897711;38558;194767
2009;2892;Bergwerks-, Bau- u. Baustoffmaschinen, Teile dafür;209586;1975655;117649;484470
2009;2893;Masch.f.Nahrungs-,Futterm.-,Getränkeh.,Tabakv., T.;12632;278407;6076;104274
2009;2894;Masch. f.Textil-,Bekleidungsh.,Ledererzg.,-verarb.;47861;740247;12510;124650
2009;2895;Maschinen f.d. Papiererzeugung und -verarbeitung;10018;251465;5550;81609
2009;2896;Maschinen f. Kunststo.-,Gummierzeug.,-verarbeitung;21420;554618;6022;99884
2009;2899;Maschinen f. sonst. best. Wirtschaftszweige a.n.g.;138343;2185547;70020;870647
2009;2910;Kraftwagen und Kraftwagenmotoren;747378;6223469;974341;8919362
2009;2920;Karosserien, Aufbauten und Anhänger;164897;662749;109954;315468
2009;2931;Elektr.,elektron. Ausrüstungen für Motoren a.n.g.;13394;194799;42905;578523
2009;2932;Andere Teile und anderes Zubehör für Kraftwagen;917833;5125889;548526;3603643
2009;3011;Schiffe (ohne Boote und Yachten);3124;16904;132061;342938
2009;3012;Boote und Yachten;294;6793;1723;29437
2009;3020;Schienenfahrzeuge;99582;1013585;59261;325733
2009;3030;Luft- und Raumfahrzeuge;2763;294368;1203;547230
2009;3040;Militärische Kampffahrzeuge;-;-;-;-
2009;3091;Krafträder;843;26161;7346;86224
2009;3092;Fahrräder und Behindertenfahrzeuge;7843;92348;39904;434466
2009;3099;Fahrzeuge, a.n.g.;5428;24875;9978;26678
2009;3100;Sitzmöbel und Teile dafür, Teile für Möbel;140241;430043;530629;1420951
2009;3101;Büromöbel, Ladenmöbel aus Holz;23679;115028;38407;74690
2009;3102;Küchenmöbel aus Holz;204110;893293;20581;33815
2009;3103;Matratzen;12164;51920;24927;121004
2009;3109;Sonstige Möbel;109374;428115;296182;548636
2009;3511;Elektrischer Strom;0;760251;0;410802
2009;3521;Industriell erzeugte Gase;-;-;-;-
2009;8900;Sonstige Waren;6632441;9525351;6282303;10219700
2009;8988;Sperrungen in der Außenhandelsstatistik;-;-;-;-
2009;;Insgesamt;93221483;137277067;144196047;145554979
2008;0111;Getreide (ohne Reis), Hülsenfrüchte und Ölsaaten;836411;205986;3461982;1164803
2008;0112;Reis;-;-;1042;644
2008;0113;Gemüse und Melonen sowie Wurzeln und Knollen;832963;135450;1806837;1365475
2008;0114;Zuckerrohr;-;-;1;3
2008;0115;Tabak;241;489;645;22328
2008;0116;Faserpflanzen;595;434;12829;13688
2008;0119;Sonstige einjährige Pflanzen;40001;70599;122769;377728
2008;0121;Wein- und Tafeltrauben;3923;6136;62738;88118
2008;0122;Tropische und subtropische Früchte;-;-;151497;134630
2008;0123;Zitrusfrüchte;-;-;468582;318509
2008;0124;Kern- und Steinobst;9742;11689;285873;288099
2008;0125;Sonstiges Baum- und Strauchobst und Nüsse;3176;9963;133520;343151
2008;0126;Ölhaltige Früchte;8;21;4478;5376
2008;0127;Pflanzen zur Herstellung von Getränken;42;159;16310;28739
2008;0128;Gewürzpflanzen, Pflanzen für z.B. pharmaz. Zwecke;1610;10017;9095;26138
2008;0129;Sonstige mehrjährige Pflanzen;3531;3968;16288;26109
2008;0130;Baumschulerzeugnisse,Pflanzen z.Vermehrungszweck.;79034;214588;274902;437832
2008;0141;Kühe und Färsen, lebend;6054;17094;169;351
2008;0142;Sonstige Rinder und Büffel, lebend, Sperma;12874;35251;3549;9194
2008;0143;Pferde und Esel, lebend;527;21821;90;4167
2008;0144;Kamele und Kamelartige, lebend;-;-;-;-
2008;0145;Schafe und Ziegen, lebend;1;12;63;102
2008;0146;Schweine, lebend;14069;25416;381129;545643
2008;0147;Geflügel, lebend, sowie Eier;139229;119189;172036;228237
2008;0149;Sonstige Nutztiere und tierische Erzeugnisse;1996;7049;1325;7752
2008;0210;Waldbestand sowie Erzeugnisse von Forstbaumschulen;908;2340;4586;9233
2008;0220;Rohholz;1258089;105587;383057;50217
2008;0230;Wildwachsende Produkte (ohne Holz);3965;12071;18194;51059
2008;0300;Fische u. Fischereierzeugnisse, Aquakulturerzeug.;797;4706;9147;42773
2008;0510;Steinkohle;191267;34430;15787112;1631922
2008;0520;Braunkohle;374849;22407;32840;575
2008;0610;Erdöl;1;1;29144265;14723510
2008;0620;Erdgas, verflüssigt oder gasförmig;-;-;16280362;5903855
2008;0710;Eisenerze;20720;996;24540440;1494998
2008;0721;Uran- und Thoriumerze;-;-;-;-
2008;0729;NE-Metallerze (ohne Uran- und Thoriumerze);68292;28176;1259161;646664
2008;0811;Natur-,-werk-, Kalk-, Gipssteine, Kreide, Schiefer;190949;16322;927545;26798
2008;0812;Kies, Sand, Ton und Kaolin;22113923;200412;1939196;145626
2008;0891;Chemische und Düngemittelminerale;275061;53252;595640;78403
2008;0892;Torf;43767;5371;81471;6948
2008;0893;Salz, reines Natriumchlorid (ohne Speisesalz);1010947;32023;1776745;61975
2008;0899;Steine, Erden, a.n.g., sonstige Bergbauerzeugnisse;849915;28006;780937;115857
2008;1011;Fleisch (ohne Geflügel);1058191;1819899;585158;1217659
2008;1012;Geflügelfleisch;33393;52201;134353;369116
2008;1013;Verarbeitetes Fleisch;183712;642296;129093;395744
2008;1020;Fischerzeugnisse und andere Meeresfrüchte;17449;90837;88458;343499
2008;1031;Verarbeitete Kartoffeln und Kartoffelerzeugnisse;90828;76108;153574;111672
2008;1032;Frucht- u.Gemüsesäfte,n. gegoren,oh. Alkoholzusatz;247106;173186;202839;216825
2008;1039;Verarbeitetes Obst und Gemüse, a.n.g.;206934;340207;859691;868998
2008;1041;Öle und Fette (ohne Margarine und Nahrungsfette);1492523;623066;2435458;1389079
2008;1042;Margarine und Nahrungsfette;96112;109187;36281;42730
2008;1051;Milch und Milcherzeugnisse (ohne Speiseeis);674367;522750;744710;1440360
2008;1052;Speiseeis;94037;197753;20960;62248
2008;1061;Mahlerzeugnisse und Schälmühlenerzeugnisse;327327;158524;358649;221396
2008;1062;Stärke und Stärkeerzeugnisse;514734;181247;722392;368969
2008;1071;Backwaren (ohne Dauerbackwaren);104170;167988;77033;145168
2008;1072;Dauerbackwaren;163949;395023;136749;328307
2008;1073;Teigwaren;2907;3989;47839;50590
2008;1081;Zucker;183830;72611;254134;134442
2008;1082;Süßwaren (ohne Dauerbackwaren);217474;709551;202067;565839
2008;1083;Kaffee und Tee, Kaffee-Ersatz;40451;190780;39613;168405
2008;1084;Würzen und Soßen;113705;75730;92763;80990
2008;1085;Fertiggerichte;92186;263826;73028;219912
2008;1086;Homogenisierte Nahrungsmittelzubereitungen;22204;113787;3996;7368
2008;1089;Sonstige Nahrungsmittel, a.n.g.;143440;230515;79508;305725
2008;1091;Futtermittel für Nutztiere;449428;127180;615193;225411
2008;1092;Futtermittel für sonstige Tiere, zubereitet;177569;183442;258008;255125
2008;1101;Spirituosen;10486;19726;57259;219827
2008;1102;Traubenwein;24729;39651;166826;349772
2008;1103;Apfelwein u. Fruchtweine, alkoholh. Mischgetränke;4029;3123;3180;2783
2008;1104;Wermutwein und andere aromatisierte Weine;263;388;6784;4835
2008;1105;Bier;142392;77081;65778;28159
2008;1106;Malz;36617;19018;104758;39456
2008;1107;Erfrischungsgetränke, natürliches Mineralwasser;2280756;242847;347481;90251
2008;1200;Tabakerzeugnisse;1278;81969;17321;188836
2008;1310;Textile Spinnstoffe und Garne;28511;66965;85785;228011
2008;1320;Gewebe;57753;556165;80808;633960
2008;1391;Gewirke und Gestricke;16985;159192;12977;75773
2008;1392;Konfektionierte Textilwaren (ohne Bekleidung);27205;271386;178660;995738
2008;1393;Teppiche und textile Fußbodenbeläge;24477;122336;75901;248196
2008;1394;Seilerwaren;2924;18549;14660;29286
2008;1395;Vliesstoffe und Vliesstofferzeugnisse;75441;382249;64177;229918
2008;1396;Technische Textilien;33666;472574;27010;267468
2008;1399;Sonstige Textilwaren, a.n.g.;17409;47528;6250;40299
2008;1411;Bekleidung aus Leder oder rekonstituiertem Leder;165;9675;2003;84840
2008;1412;Arbeitsbekleidung und Berufsbekleidung;366;9582;8606;100718
2008;1413;Sonstige Oberbekleidung;73543;285030;127064;2606897
2008;1414;Wäsche;3397;122069;109547;1926313
2008;1419;Bekleidung und Bekleidungszubehör, a.n.g.;5023;92442;42761;624169
2008;1420;Pelzwaren;15;2118;384;11046
2008;1431;Strumpfwaren;2024;70103;21539;247026
2008;1439;Bekleidung a.n.g., aus Gewirken oder Gestricken;1619;44630;41572;866422
2008;1511;Leder u. -faserstoff, zuger. u. gefärbte Felle;5080;92091;10947;115397
2008;1512;Lederwaren (ohne Lederbekleidung und Schuhe);3692;59895;44090;369655
2008;1520;Schuhe;4915;144865;81531;1093727
2008;1610;Holz, gesägt und gehobelt;635948;190007;372449;174542
2008;1621;Furnier-, Sperrholz-, Holzfaser-, Holzspanplatten;837627;593119;623073;335910
2008;1622;Parkettböden;5086;19437;17397;44110
2008;1623;Holzkonstruktionen, -bauteile, -fertigteilbauten;35561;100598;39471;61602
2008;1624;Holzverpackungen, Holzbehälter, Holzladungsträger;62661;28841;278584;96395
2008;1629;Holzwaren a.n.g., Kork-, Flecht-, Korbmacherwaren;23443;60139;214814;262749
2008;1711;Holz- und Zellstoff;207649;92573;1084180;546305
2008;1712;Papier und Pappe;2366420;2063581;1903001;1597724
2008;1721;Wellpapier und -pappe, Verpackungsmittel;442689;776887;107729;174783
2008;1722;Haushalts-, Hygiene- und Toilettenartikel;272698;621278;164004;322363
2008;1723;Schreibwaren u. Bürobedarf aus Papier,Karton,Pappe;68917;145187;35722;109223
2008;1724;Tapeten;33498;131464;1923;8883
2008;1729;Andere Waren aus Papier, Karton und Pappe;36266;124761;42241;140723
2008;1910;Kokereierzeugnisse;352679;95520;2012918;573301
2008;1920;Mineralölerzeugnisse;4902582;2495466;10889281;6273482
2008;2011;Industriegase;119843;25946;242014;57681
2008;2012;Farbstoffe und Pigmente;669505;1108849;178001;441196
2008;2013;Sonstige anorganische Grundstoffe und Chemikalien;2839103;1475945;1233204;669596
2008;2014;Sonstige organische Grundstoffe und Chemikalien;5794615;7634536;5835315;5794882
2008;2015;Düngemittel und Stickstoffverbindungen;603052;184054;784903;258695
2008;2016;Kunststoffe, in Primärformen;4647777;7547366;2007615;3103031
2008;2017;Synthetischer Kautschuk, in Primärformen;357468;647079;119770;268475
2008;2020;Schädlingsbekämpfungs- und Pflanzenschutzmittel;65052;563652;38600;179554
2008;2030;Anstrichmittel, Druckfarben und Kitte;687291;1531380;201141;535650
2008;2041;Seifen, Wasch-, Reinigungs- und Poliermittel;826774;1175276;643017;723148
2008;2042;Körperpflegemittel und Duftstoffe;130074;709821;162029;762681
2008;2051;Pyrotechnische Erzeugnisse;13457;64344;10997;19624
2008;2052;Klebstoffe;154147;300917;71298;190960
2008;2053;Etherische Öle;28626;239607;15887;191628
2008;2059;Sonstige chemische Erzeugnisse, a.n.g.;1556136;2556834;1215357;1914567
2008;2060;Chemiefasern;123115;360556;160825;378024
2008;2110;Pharmazeutische Grundstoffe u.ä. Erzeugnisse;54881;472272;95572;620561
2008;2120;Pharmazeutische Spezialitäten u. pharmaz. Erzeugn.;45857;2930183;40178;2599759
2008;2211;Herstellung und Runderneuerung von Bereifungen;22317;121992;115605;358383
2008;2219;Andere Gummiwaren (ohne Bereifungen);136322;897134;156226;814109
2008;2221;Platten,Folien, Schläuche u. Profile aus Kunststo.;677016;2298018;363529;1193141
2008;2222;Verpackungsmittel aus Kunststoffen;236680;749248;241605;580259
2008;2223;Baubedarfsartikel aus Kunststoffen;103393;389973;76033;230008
2008;2229;Sonstige Kunststoffwaren;289935;1736144;260027;1165110
2008;2311;Flachglas (ohne veredeltes u. bearbeit. Flachglas);451793;218284;205942;96824
2008;2312;Veredeltes und bearbeitetes Flachglas;180543;387797;166932;350212
2008;2313;Hohlglas;211743;187527;95735;162118
2008;2314;Glasfasern und Waren daraus;35253;100184;118811;169875
2008;2319;Sonstiges Glas (einschl. technischer Glaswaren);6969;31668;23127;61211
2008;2320;Feuerfeste keramische Werkstoffe;454203;397989;118342;131508
2008;2331;Keramische Wand-, Bodenfliesen und -platten;47691;33023;229247;118796
2008;2332;Ziegel und sonstige Baukeramik;481247;110636;103832;23174
2008;2341;Keramische Haushaltswaren und Ziergegenstände;8352;19034;76004;125904
2008;2342;Sanitärkeramik;12878;49423;22209;39639
2008;2343;Isolatoren und Isolierteile aus Keramik;1284;14381;2312;16343
2008;2344;Keramische Waren für sonstige technische Zwecke;4044;64560;2786;25884
2008;2349;Andere keramische Waren, a.n.g.;20063;33008;11483;14189
2008;2351;Zement;4275108;298006;323861;60232
2008;2352;Kalk und gebrannter Gips;1369135;91139;282183;26081
2008;2361;Erzeugnisse a. Beton,Zement u.Kalksandstein f. Bau;911693;98340;140838;31587
2008;2362;Gipserzeugnisse für den Bau;126618;16622;34333;7869
2008;2363;Frischbeton (Transportbeton);352022;10960;8536;281
2008;2364;Mörtel und anderer Beton, nicht feuerfest;353464;93383;3835;977
2008;2365;Faserzementwaren;46830;31168;6105;4113
2008;2369;Erzeugnisse aus Beton, Zement und Gips, a.n.g.;166748;32150;60084;16977
2008;2370;Bearbeitete u. verarb. Naturwerk- u. Natursteine;75725;17182;320096;118168
2008;2391;Mühl-,Mahl-,Schleif-,Wetz- u. Poliersteine;17679;153338;21067;178138
2008;2399;Sonstige Erzeugn. aus nichtmet. Mineralien, a.n.g.;343518;489680;232363;335456
2008;2410;Roheisen, Stahl und Ferrolegierungen;7295976;7361653;12813160;12009870
2008;2420;Stahlrohre,Rohrform-,-verschluss- u.-verbind.stück;2364154;4994886;1129045;1796497
2008;2431;Blankstahl;207187;405640;579472;816885
2008;2432;Kaltband, Breite<600mm;1163238;1492370;329010;475025
2008;2433;Kaltprofile;188368;293856;76075;110195
2008;2434;Kaltgezogener Draht;245263;409966;248705;368507
2008;2441;Edelmetalle und Halbzeug daraus;67;28816;43;46862
2008;2442;Aluminium und Halbzeug daraus;1191278;3907291;2023140;3357988
2008;2443;Blei, Zink und Zinn und Halbzeug daraus;175466;363482;281280;554656
2008;2444;Kupfer und Halbzeug daraus;427071;2654755;468734;2435040
2008;2445;Sonstige NE-Metalle und Halbzeug daraus;65901;934616;127194;1562468
2008;2446;Kernbrennstoffe;7;821;4324;384834
2008;2451;Eisengießereierzeugnisse;6514;17135;24199;44546
2008;2452;Stahlgießereierzeugnisse;184;3790;1167;5244
2008;2511;Metallkonstruktionen;495552;1119180;298006;574562
2008;2512;Ausbauelemente aus Stahl und Aluminium;75829;338180;10185;55291
2008;2521;Heizkörper u. -kessel für Zentralheizungen, Teile;35404;338566;26019;149768
2008;2529;Sonstige Metallbehälter, Fassungsvermögen>300l;36719;131789;28863;76915
2008;2530;Dampfkessel (-erzeuger), Kernreaktoren, Teile;14287;108604;21015;80477
2008;2540;Waffen und Munition, Teile dafür;566;35617;1833;29383
2008;2571;Schneidwaren und Bestecke, aus unedlen Metallen;12565;328541;21246;231577
2008;2572;Schlösser und Beschläge, aus unedlen Metallen;238371;1949369;162343;923606
2008;2573;Werkzeuge;71216;1446001;86245;958074
2008;2591;Metallbehälter, Fassungsvermögen<=300l;63270;195138;17107;51685
2008;2592;Verpackungen und Verschlüsse, aus Eisen, Stahl;84055;449059;21872;81149
2008;2593;Drahtwaren, Ketten und Federn;394687;991929;246720;440986
2008;2594;Schrauben und Nieten;213961;1005331;290019;762320
2008;2599;Andere Metallwaren, a.n.g.;633678;2220469;534035;1747261
2008;2611;Elektronische Bauelemente;16687;1032666;49307;2718841
2008;2612;Bestückte Leiterplatten;1452;139322;4097;208648
2008;2620;Datenverarbeitungsgeräte und periphere Geräte;48661;1718436;109091;4667449
2008;2630;Geräte u. Einricht. d. Telekommunikationstechnik;15904;1051019;27643;3504833
2008;2640;Geräte der Unterhaltungselektronik;14922;395190;107415;2250995
2008;2651;Mess-,Kontroll-,Navigations- u.ä. Instr. u. Vorr.;22855;2071798;24639;1523623
2008;2652;Uhren;345;28107;3957;217961
2008;2660;Bestrahlungs-,Elektrotherapie-,elektromed. Geräte;1273;183453;2839;500379
2008;2670;Optische und fotografische Instrumente und Geräte;1567;193060;8105;860789
2008;2680;Magnetische und optische Datenträger;19879;142947;28221;237897
2008;2711;Elektromotoren,Generatoren,Transformatoren,Teile;83124;1396570;138172;1443653
2008;2712;Elektrizitätsverteilungs- und -schalteinrichtungen;57592;1915968;32530;995660
2008;2720;Akkumulatoren und Batterien;52971;227196;71001;320994
2008;2731;Glasfaserkabel;7883;59865;1386;36559
2008;2732;Sonstige elektronische und elektrische Kabel;120600;916955;125070;646774
2008;2733;Elektrisches Installationsmaterial;55221;1503874;42088;815349
2008;2740;Elektrische Lampen und Leuchten;44103;1215587;109935;891120
2008;2751;Elektrische Haushaltsgeräte, Teile dafür;165954;1577236;222812;1088418
2008;2752;Nicht elektrische Haushaltsgeräte, Teile dafür;17225;123231;26457;109030
2008;2790;Sonstige elektr. Ausrüstungen und Geräte a.n.g.;102615;983698;83849;728733
2008;2811;Verbrennungsmotoren und Turbinen;357667;2034735;86940;757997
2008;2812;Hydraulische, pneumatische Komponenten und Systeme;25750;498730;21736;346742
2008;2813;Sonstige Pumpen und Kompressoren;92873;1953267;72384;779832
2008;2814;Armaturen;75300;1602131;98142;1088385
2008;2815;Lager, Getriebe, Zahnräder und Antriebselemente;269859;2950084;205517;1414823
2008;2821;Öfen und Brenner, Teile dafür;36483;702373;13585;108227
2008;2822;Hebezeuge und Fördermittel;242861;1833871;166197;704102
2008;2823;Büromaschinen;9963;382925;25985;708658
2008;2824;Handgeführte, kraftbetrieb. Werkzeuge, Teile dafür;3350;120620;21599;291539
2008;2825;Kälte- u. lufttechn. Erzeugn. für gewerbl. Zwecke;92104;1166773;96704;1073050
2008;2829;Sonstige nicht wirtschaftszweigspezif. Maschinen;159894;3118471;98541;892465
2008;2830;Maschinen für die Landwirtschaft, Forstwirtschaft;203812;1686347;78518;464929
2008;2841;Werkzeugmaschinen f.d. Metallbearbeitung, Teile;85530;1563902;78599;788290
2008;2849;Werkzeugmaschinen a.n.g., -teile, -zubehör;67111;973766;14857;170334
2008;2891;Masch. f.d. Metallerzg.,Walzwerkseinr., Gießmasch.;91650;729678;49218;197555
2008;2892;Bergwerks-, Bau- u. Baustoffmaschinen, Teile dafür;256158;2355750;193934;772332
2008;2893;Masch.f.Nahrungs-,Futterm.-,Getränkeh.,Tabakv., T.;15575;378972;6658;99655
2008;2894;Masch. f.Textil-,Bekleidungsh.,Ledererzg.,-verarb.;78971;1180213;23821;242637
2008;2895;Maschinen f.d. Papiererzeugung und -verarbeitung;15260;392365;6930;95786
2008;2896;Maschinen f. Kunststo.-,Gummierzeug.,-verarbeitung;28503;773833;11913;172019
2008;2899;Maschinen f. sonst. best. Wirtschaftszweige a.n.g.;158034;2328154;98378;997854
2008;2910;Kraftwagen und Kraftwagenmotoren;1147409;9266548;1025340;10618159
2008;2920;Karosserien, Aufbauten und Anhänger;427987;1861148;247369;737931
2008;2931;Elektr.,elektron. Ausrüstungen für Motoren a.n.g.;21601;329634;51852;764520
2008;2932;Andere Teile und anderes Zubehör für Kraftwagen;1268439;6174014;715925;4133167
2008;3011;Schiffe (ohne Boote und Yachten);60137;117309;320625;649676
2008;3012;Boote und Yachten;432;9355;3449;62841
2008;3020;Schienenfahrzeuge;78520;1019955;71153;372739
2008;3030;Luft- und Raumfahrzeuge;3245;247287;1583;516797
2008;3040;Militärische Kampffahrzeuge;-;-;-;-
2008;3091;Krafträder;1148;36414;6864;111672
2008;3092;Fahrräder und Behindertenfahrzeuge;8465;100024;45656;401791
2008;3099;Fahrzeuge, a.n.g.;8043;35984;11229;28206
